community__name,community__gnis_feature_id,community__census_code,community__census_area__name,community__census_area__gnis_feature_id,community__census_area__census_code,community__census_area__county_code,community__census_area__historical,community__census_area__notes,community__alaska_native_regional_corporation__name,community__latitude,community__longitude,community__aea_energy_region__name,community__dcra_community_id,year,total_population
Eielson AFB,2418568,21370,Fairbanks North Star Borough,1419969,99090,90,0,,,64.6632652,-147.0544200,,29b43fcf-f9e9-49d3-8671-6fc3673d5374,2014,2205
Edna Bay,1421658,20970,Prince of Wales-Hyder Census Area,1419980,99198,198,0,"Created from the remainder of the former Prince of Wales-Outer Ketchikan Census Area (02-201) after part (Outer Ketchikan area) was annexed by Ketchikan Gateway Borough (02-130) effective May 19, 2008, and part (Meyers Chuck area) included in the new Wrangell City and Borough effective June 1, 2008; estimated population: 6,115. Prince of Wales-Hyder Census Area (02-198) added part of the former Petersburg Census Area (02-195) effective January 3, 2013; estimated added population 613.",,55.9488889,-133.6622222,,27583caa-0784-431a-b104-743eff982074,2014,46
Angoon,1420113,3440,Hoonah-Angoon Census Area,2371430,33390,105,0,"Created from the remainder of the former Skagway-Hoonah-Angoon Census Area (02-232) when the new Skagway Municipality (02-230) was created effective June 20, 2007; population: 2,574. Part taken to create new Petersburg Borough (02-195) effective January 3, 2013; estimated detached population: 1.",Sealaska Corporation,57.5033333,-134.5838889,Southeast,72294383-ddd6-4441-8c63-eb92786a82a1,2014,416
Dry Creek,1866943,20020,Southeast Fairbanks Census Area,1419983,99240,240,0,"Unpopulated part taken to create the new Denali Borough (02-068) effective December 7, 1990.",,63.6533333,-144.6652778,,6bf94758-977f-4c2f-bc31-f0de30fcf483,2014,102
Healy Lake,2419534,32310,Southeast Fairbanks Census Area,1419983,99240,240,0,"Unpopulated part taken to create the new Denali Borough (02-068) effective December 7, 1990.","Doyon, Limited",63.9872308,-144.6998325,Yukon-Koyukuk/Upper Tanana,6749ff1b-904b-40d3-95a9-4737cfd53249,2014,7
Dot Lake Village,1865550,19750,Southeast Fairbanks Census Area,1419983,99240,240,0,"Unpopulated part taken to create the new Denali Borough (02-068) effective December 7, 1990.",,63.6508333,-144.0438889,Yukon-Koyukuk/Upper Tanana,234a20b9-9dbe-4af5-bb6a-d44b913e329b,2014,41
Diamond Ridge,1865549,18925,Kenai Peninsula Borough,1419972,99122,122,0,,,59.6761111,-151.5575000,Railbelt,799a8d54-796a-41b1-abc0-12761d2e91d3,2014,1174
Loring,1423422,45020,Ketchikan Gateway Borough,1419973,99130,130,0,"Annexed a substantial portion of the former Prince of Wales-Outer Ketchikan Census Area (02-201), including most of the area known as Outer Ketchikan effective May 19, 2008; estimated added population: 7. As a result, the remaining area of the former Prince of Wales-Outer Ketchikan Census Area was renamed Prince of Wales-Hyder Census Area (02-198).",,55.6025000,-131.6361111,Southeast,e85ebb88-73f0-4832-93f8-2ef2cc330f36,2014,3
South Van Horn,2582717,72230,Fairbanks North Star Borough,1419969,99090,90,0,,,64.8090848,-147.7854312,Railbelt,2ebe7a5d-161d-4fe2-b633-5752426771a0,2014,565
Nikolaevsk,1417063,54085,Kenai Peninsula Borough,1419972,99122,122,0,,,59.8119444,-151.6105556,Railbelt,629b5007-94ef-4fc3-959f-f4126649ea00,2014,270
Healy,1403275,32150,Denali Borough,1419988,99068,68,0,"Created from part of the Yukon-Koyukuk Census Area (02-290) and an unpopulated part of the Southeast Fairbanks Census Area (02-240) effective December 7, 1990; 1990 population: 1,682.",,63.8569444,-148.9661111,Railbelt,7efc08e9-545e-4dda-aaa9-d35176afb7e5,2014,1104
Deltana,2418552,18675,Southeast Fairbanks Census Area,1419983,99240,240,0,"Unpopulated part taken to create the new Denali Borough (02-068) effective December 7, 1990.",,63.8721715,-145.2177300,Railbelt,6af88968-5c75-4572-884c-d00891ecd721,2014,2249
Prudhoe Bay,1408327,64380,North Slope Borough,1419978,99185,185,0,"Unpopulated part plus all of the former Kobuk Census Area (02-140) taken to create the new Northwest Arctic Borough (02-188) effective June 2, 1986.",,70.2552778,-148.3372222,,33743d95-1024-4f9a-96f5-aedd348dd539,2014,2174
Crown Point,1417059,17960,Kenai Peninsula Borough,1419972,99122,122,0,,,60.4222222,-149.3666667,Railbelt,a734302f-395e-4868-bef2-60b9a38bd7da,2014,71
Haines,1422400,31050,Haines Borough,1419970,99100,100,0,,,59.2285890,-135.4441140,Southeast,405c7c19-f64b-4b6a-8175-f1c6eaa71b88,2014,1805
Covenant Life,1866938,17670,Haines Borough,1419970,99100,100,0,,,59.4172222,-136.0250000,Southeast,a4f1efac-8ff8-4aa5-81a5-b7c432000171,2014,71
Copper Center,1400669,17300,Valdez-Cordova Census Area,1419984,99261,261,0,,"Ahtna, Incorporated",61.9769598,-145.3297294,Copper River/Chugach,50f2cef2-126c-4560-80d2-47c37d452ad4,2014,283
Cooper Landing,1421192,17190,Kenai Peninsula Borough,1419972,99122,122,0,,,60.4900000,-149.8341667,Railbelt,ae982eeb-7ea9-4e27-87d5-4833b72b778a,2014,295
Gustavus,1403078,30940,Hoonah-Angoon Census Area,2371430,33390,105,0,"Created from the remainder of the former Skagway-Hoonah-Angoon Census Area (02-232) when the new Skagway Municipality (02-230) was created effective June 20, 2007; population: 2,574. Part taken to create new Petersburg Borough (02-195) effective January 3, 2013; estimated detached population: 1.",,58.4133333,-135.7369444,Southeast,74866bc7-44d7-4184-9c42-2bf36bea4fec,2014,516
College,1400578,16750,Fairbanks North Star Borough,1419969,99090,90,0,,,64.8569444,-147.8027778,Railbelt,1bab1b61-6967-4716-9d25-35cd06f3c5d2,2014,13092
Ninilchik,1413634,54480,Kenai Peninsula Borough,1419972,99122,122,0,,"Cook Inlet Region, Incorporated",60.0513889,-151.6688889,Railbelt,1312e096-cece-4f8c-9ce4-bb16958f4ffc,2014,847
Wiseman,1414284,85610,Yukon-Koyukuk Census Area,1419987,99290,290,0,"Part taken to create the new Denali Borough (02-068) effective December 7, 1990; 1990 detached population: 1,682.",,67.4100000,-150.1075000,,7aeac875-b74b-4ef1-acb5-5887b0c1d433,2014,16
Coldfoot,1412829,16630,Yukon-Koyukuk Census Area,1419987,99290,290,0,"Part taken to create the new Denali Borough (02-068) effective December 7, 1990; 1990 detached population: 1,682.",,67.2563889,-150.1841667,,e1610596-d177-4bab-bea4-c1bc0034cdb6,2014,9
Grayling,1402921,30060,Yukon-Koyukuk Census Area,1419987,99290,290,0,"Part taken to create the new Denali Borough (02-068) effective December 7, 1990; 1990 detached population: 1,682.","Doyon, Limited",62.9036111,-160.0647222,Yukon-Koyukuk/Upper Tanana,8753c4bc-aaed-431c-8d34-5f37fead934a,2014,191
Cohoe,1412828,16420,Kenai Peninsula Borough,1419972,99122,122,0,,,60.3686111,-151.3063889,Railbelt,60de94bd-19f5-4db1-920a-13258c2314a6,2014,1394
Clam Gulch,1412797,15320,Kenai Peninsula Borough,1419972,99122,122,0,,,60.2311111,-151.3936111,Railbelt,d7b8ddf0-dfc8-4baa-8754-a9bbcac035a8,2014,183
Chisana,1400321,13890,Valdez-Cordova Census Area,1419984,99261,261,0,,,62.0661111,-142.0408333,,37f66959-6b82-4e66-965a-e4395ef79b7d,2014,0
Chiniak,1866935,13860,Kodiak Island Borough,1419974,99150,150,0,,,57.6319444,-152.1825000,Kodiak,eee33b30-bec4-4d01-b9ed-78107e8463d0,2014,48
Tonsina,1411105,78350,Valdez-Cordova Census Area,1419984,99261,261,0,,,61.6558333,-145.1752778,Copper River/Chugach,926492a3-584e-4931-a00d-ffa68ebd7013,2014,85
Chicken,1400245,13450,Southeast Fairbanks Census Area,1419983,99240,240,0,"Unpopulated part taken to create the new Denali Borough (02-068) effective December 7, 1990.",,64.0733333,-141.9361111,,6dbec657-050c-4e12-90c8-24aa1c9bc628,2014,6
Steele Creek,2582718,72985,Fairbanks North Star Borough,1419969,99090,90,0,,,64.9295332,-147.3953282,Railbelt,52c8c20a-dc8c-456e-9229-a74a03d1d515,2014,6819
Lake Louise,1865556,42805,Matanuska-Susitna Borough,1419976,99170,170,0,,,62.2813889,-146.5511111,Railbelt,2d4016fb-5349-4acd-be15-f86a91216bc1,2014,47
Northway Junction,1866965,56250,Southeast Fairbanks Census Area,1419983,99240,240,0,"Unpopulated part taken to create the new Denali Borough (02-068) effective December 7, 1990.",,63.0022222,-141.7772222,Yukon-Koyukuk/Upper Tanana,41c9537b-e6ca-439c-9b97-7b08d2c850e4,2014,62
Chickaloon,1400239,13340,Matanuska-Susitna Borough,1419976,99170,170,0,,"Cook Inlet Region, Incorporated",61.7966667,-148.4627778,Railbelt,2c07dfc6-bf80-4e9b-a90d-9e8c32dd9646,2014,232
Goodnews Bay,1415910,29290,Bethel Census Area,1419966,99050,50,0,,Calista Corporation,59.1188889,-161.5875000,Lower Yukon-Kuskokwim,e3b95016-4d9a-4f3b-a38b-9991cf5fdc99,2014,259
Chase,1866934,12350,Matanuska-Susitna Borough,1419976,99170,170,0,,,62.4491667,-150.1016667,Railbelt,c880d30f-e9e4-4015-8df4-7369b0aa854f,2014,41
Cantwell,1399788,10150,Denali Borough,1419988,99068,68,0,"Created from part of the Yukon-Koyukuk Census Area (02-290) and an unpopulated part of the Southeast Fairbanks Census Area (02-240) effective December 7, 1990; 1990 population: 1,682.","Ahtna, Incorporated",63.3916667,-148.9508333,Railbelt,c013168c-7c74-4619-af61-1bf3f142b541,2014,182
Anchorage,1398242,3000,Anchorage Municipality,1416061,99020,20,0,,,61.2180556,-149.9002778,Railbelt,e6c4e976-7e27-4809-a3e4-f168d67f1726,2014,300549
Butte,1416898,9710,Matanuska-Susitna Borough,1419976,99170,170,0,,,61.5422222,-149.0333333,Railbelt,6b548bb4-6717-4f40-91f8-5d3160871555,2014,3418
Golovin,1402760,29180,Nome Census Area,1419977,99180,180,0,,Bering Straits Native Corporation,64.5433333,-163.0291667,Bering Straits,b45416b3-6619-4f0a-9a0b-7e236e56992a,2014,171
Buffalo Soapstone,2418798,9657,Matanuska-Susitna Borough,1419976,99170,170,0,,,61.7162325,-149.0999900,Railbelt,4c88c1e9-ffe3-4b99-9a0d-9f489300d2af,2014,876
Big Lake,1866933,7070,Matanuska-Susitna Borough,1419976,99170,170,0,,,61.5213889,-149.9544444,Railbelt,6712351c-7dbe-422b-aa97-f5067c977e92,2014,3575
Big Delta,1398949,6850,Southeast Fairbanks Census Area,1419983,99240,240,0,"Unpopulated part taken to create the new Denali Borough (02-068) effective December 7, 1990.",,64.1525000,-145.8422222,Railbelt,35d7da4d-4d09-4435-b20b-22ff834baace,2014,534
Glennallen,1402643,28740,Valdez-Cordova Census Area,1419984,99261,261,0,,,62.1091667,-145.5463889,Copper River/Chugach,f817207e-7c46-44c2-ae89-1ff22eda3f09,2014,473
Paxson,1866966,59320,Valdez-Cordova Census Area,1419984,99261,261,0,,,63.0897222,-145.6130556,,3d10acae-12c1-4545-a35f-c206ac899fbf,2014,29
Beluga,1865548,6245,Kenai Peninsula Borough,1419972,99122,122,0,,,61.1411111,-151.0827778,Railbelt,02f813a5-5b1d-4e19-bd52-8e64ab3b1461,2014,17
Gambell,1402463,27640,Nome Census Area,1419977,99180,180,0,,,63.7797222,-171.7411111,Bering Straits,2c81665b-90d4-4726-9530-2e2ae081de3f,2014,713
Bear Creek,1865547,5585,Kenai Peninsula Borough,1419972,99122,122,0,,,60.1641667,-149.3950000,Railbelt,82454069-da0a-4629-b67d-af302a38c547,2014,1985
Attu Station,2418783,4670,Aleutians West Census Area,1419965,99016,16,0,"Created from the remainder of the former Aleutian Islands Census Area (02-010) when the new Aleutians East Borough (02-013) was created effective October 23, 1987; 1980 population: 6,125.",,52.8947998,-173.1242450,,4b91a12e-2baf-4e49-be41-2b21ddfe9dc5,2014,0
Anaktuvuk Pass,1398235,2080,North Slope Borough,1419978,99185,185,0,"Unpopulated part plus all of the former Kobuk Census Area (02-140) taken to create the new Northwest Arctic Borough (02-188) effective June 2, 1986.",Arctic Slope Regional Corporation,68.1433333,-151.7358333,North Slope,825f1cab-ad43-490d-b829-4eb77828ab58,2014,324
Anderson,1398245,3220,Denali Borough,1419988,99068,68,0,"Created from part of the Yukon-Koyukuk Census Area (02-290) and an unpopulated part of the Southeast Fairbanks Census Area (02-240) effective December 7, 1990; 1990 population: 1,682.",,64.3441667,-149.1869444,Railbelt,4a01f31c-e492-4d93-be8d-86d020b1d8b0,2014,209
Galena,1402457,27530,Yukon-Koyukuk Census Area,1419987,99290,290,0,"Part taken to create the new Denali Borough (02-068) effective December 7, 1990; 1990 detached population: 1,682.","Doyon, Limited",64.7333333,-156.9275000,Yukon-Koyukuk/Upper Tanana,25bf6c14-97ff-404b-a0f6-edfe2f1b6727,2014,449
Petersville,1407927,60460,Matanuska-Susitna Borough,1419976,99170,170,0,,,62.4963889,-150.7655556,Railbelt,838d4ae6-6612-4a68-aa60-0cb36794515f,2014,3
Anchor Point,1412516,3110,Kenai Peninsula Borough,1419972,99122,122,0,,,59.7766667,-151.8313889,Railbelt,cc5e52a2-3cac-48d0-98d0-db8f9325d4de,2014,2059
Aleneva,1865543,1560,Kodiak Island Borough,1419974,99150,150,0,,,58.0600000,-152.9097222,,66cb1781-117f-4676-ba25-04d3c9cbf709,2014,21
Fort Yukon,1402276,26760,Yukon-Koyukuk Census Area,1419987,99290,290,0,"Part taken to create the new Denali Borough (02-068) effective December 7, 1990; 1990 detached population: 1,682.","Doyon, Limited",66.5647222,-145.2738889,Yukon-Koyukuk/Upper Tanana,55046141-8e15-453b-8d4b-377858142554,2014,576
Alcan Border,2418762,1390,Southeast Fairbanks Census Area,1419983,99240,240,0,"Unpopulated part taken to create the new Denali Borough (02-068) effective December 7, 1990.",,62.6747868,-141.1314000,Yukon-Koyukuk/Upper Tanana,659d30fc-23d2-41bb-811e-ada67194df1b,2014,26
Yakutat,1415858,86490,Yakutat City and Borough,1419986,99282,282,0,"Created from part of the former Skagway-Yakutat-Angoon Census Area (02-231) effective September 22, 1992. The remainder of the former Skagway-Yakutat-Angoon Census Area was established as the new Skagway-Hoonah-Angoon Census Area (02-232) effective September 22, 1992; 1990 population: 725.",Sealaska Corporation,59.5469444,-139.7272222,Southeast,10c921c7-f6e4-45de-aedd-95e84fce89aa,2014,631
Wrangell,1415843,86380,Wrangell City and Borough,2516402,99275,275,0,"Created from part of the former Wrangell-Petersburg Census Area (02-280) and part of Prince of Wales-Outer Ketchikan Census Area (02-201) (Meyers Chuck area) effective June 1, 2008; estimated population: 2,448. The remainder of the former Wrangell-Petersburg Census Area was established as the new Petersburg Census Area (02-195) effective June 1, 2008.",,56.4708333,-132.3766667,Southeast,7dc49d03-4394-46d6-a4f2-850b79e3f2b8,2014,2406
Ambler,1412509,1970,Northwest Arctic Borough,1419979,99188,188,0,"Created from all of the former Kobuk Census Area (02-140) and an unpopulated part of the North Slope Borough (02-185) effective June 2, 1986; 1980 population: 4,831.","NANA Regional Corporation, Incorporated",67.0861111,-157.8513889,Northwest Arctic,ceea5ed4-f88d-47ee-81dd-58cd8921b6da,2014,274
White Mountain,1411989,84070,Nome Census Area,1419977,99180,180,0,,Bering Straits Native Corporation,64.6813889,-163.4055556,Bering Straits,03fd2a7b-c694-478a-be3d-31ac75dd444f,2014,203
Badger,1893447,5000,Fairbanks North Star Borough,1419969,99090,90,0,,,64.8000000,-147.5333333,Railbelt,ac4d6633-7a80-4007-8619-e70f206933ef,2014,19100
Pleasant Valley,1866967,61120,Fairbanks North Star Borough,1419969,99090,90,0,,,64.8813889,-146.8686111,Railbelt,c0b2bb3a-2750-4ecd-913e-baf3ab1aa32a,2014,745
Whale Pass,1744590,84000,Prince of Wales-Hyder Census Area,1419980,99198,198,0,"Created from the remainder of the former Prince of Wales-Outer Ketchikan Census Area (02-201) after part (Outer Ketchikan area) was annexed by Ketchikan Gateway Borough (02-130) effective May 19, 2008, and part (Meyers Chuck area) included in the new Wrangell City and Borough effective June 1, 2008; estimated population: 6,115. Prince of Wales-Hyder Census Area (02-198) added part of the former Petersburg Census Area (02-195) effective January 3, 2013; estimated added population 613.",,56.1152778,-133.1208333,Southeast,af275217-6ab8-4442-a7a8-047c865e2b6f,2014,39
Trapper Creek,1417100,78680,Matanuska-Susitna Borough,1419976,99170,170,0,,,62.3166667,-150.2313889,Railbelt,13a12931-a127-4dd4-a9e9-f83e2520f4de,2014,472
Wales,1404755,82860,Nome Census Area,1419977,99180,180,0,,Bering Straits Native Corporation,65.6091667,-168.0875000,Bering Straits,8013f28c-6207-4254-8100-f279957cff10,2014,146
False Pass,1418574,24660,Aleutians East Borough,1419964,99013,13,0,"Created from part of the former Aleutian Islands Census Area (02-010) effective October 23, 1987. The remainder of the former Aleutian Islands Census Area was established as the new Aleutians West Census Area (02-016); 1980 population: 1,643.",Aleut Corporation,54.8508333,-163.4150000,Aleutians,aef38de0-855c-4be4-ba16-f0a0f40d3d7c,2014,34
Wainwright,1411728,82750,North Slope Borough,1419978,99185,185,0,"Unpopulated part plus all of the former Kobuk Census Area (02-140) taken to create the new Northwest Arctic Borough (02-188) effective June 2, 1986.",Arctic Slope Regional Corporation,70.6369444,-160.0383333,North Slope,7abfd6d5-43bf-4bf2-b1bd-486dd9801b97,2014,553
Venetie,1411644,82420,Yukon-Koyukuk Census Area,1419987,99290,290,0,"Part taken to create the new Denali Borough (02-068) effective December 7, 1990; 1990 detached population: 1,682.",,67.0138889,-146.4186111,Yukon-Koyukuk/Upper Tanana,916b06db-23c9-4c32-9ea2-2ab0b342199b,2014,186
Kupreanof,1424959,42160,Petersburg Census Area,2516404,99195,195,0,"Created from the remainder of the former Wrangell-Petersburg Census Area (02-280) when the new Wrangell City and Borough was created effective June 1, 2008; estimated population: 4,260. Created from part of former Petersburg Census Area (02-195) and part of Hoonah-Angoon Census Area (02-105) effective January 3, 2013; estimated population 3,203.",,56.8144444,-132.9805556,,dd9e1299-8214-43c4-b9dc-1873d4978f20,2014,25
Fairbanks,1401958,24230,Fairbanks North Star Borough,1419969,99090,90,0,,"Doyon, Limited",64.8377778,-147.7163889,Railbelt,c9d4609d-cf63-4dde-a353-338b12d79046,2014,31721
Point MacKenzie,1865561,61788,Matanuska-Susitna Borough,1419976,99170,170,0,,,61.3597222,-149.9783333,Railbelt,106a3ade-3596-43c7-a084-a06e38c71b98,2014,2026
Valdez,1412465,82200,Valdez-Cordova Census Area,1419984,99261,261,0,,Chugach Alaska Corporation,61.1308333,-146.3483333,Copper River/Chugach,45aecac6-0726-4d62-a20e-b5fa1ec6dbe8,2014,4032
Allakaket,1398129,1860,Yukon-Koyukuk Census Area,1419987,99290,290,0,"Part taken to create the new Denali Borough (02-068) effective December 7, 1990; 1990 detached population: 1,682.","Doyon, Limited",66.5655556,-152.6455556,Yukon-Koyukuk/Upper Tanana,3dab0bf2-69d6-4a39-845b-722247ac6070,2014,111
Unalaska,1419424,80770,Aleutians West Census Area,1419965,99016,16,0,"Created from the remainder of the former Aleutian Islands Census Area (02-010) when the new Aleutians East Borough (02-013) was created effective October 23, 1987; 1980 population: 6,125.",Aleut Corporation,53.8736111,-166.5366667,Aleutians,bc972abc-3475-4cab-bf2f-df84f7741efe,2014,4689
Evansville,1401936,23790,Yukon-Koyukuk Census Area,1419987,99290,290,0,"Part taken to create the new Denali Borough (02-068) effective December 7, 1990; 1990 detached population: 1,682.","Doyon, Limited",66.9227778,-151.5080556,Yukon-Koyukuk/Upper Tanana,ef00bfe9-e951-423e-852e-6c3fd090209f,2014,8
