community__name,community__gnis_feature_id,community__census_code,community__census_area__name,community__census_area__gnis_feature_id,community__census_area__census_code,community__census_area__county_code,community__census_area__historical,community__census_area__notes,community__alaska_native_regional_corporation__name,community__latitude,community__longitude,community__aea_energy_region__name,community__dcra_community_id,year,total_population
Coffman Cove,1669437,16360,Prince of Wales-Hyder Census Area,1419980,99198,198,0,"Created from the remainder of the former Prince of Wales-Outer Ketchikan Census Area (02-201) after part (Outer Ketchikan area) was annexed by Ketchikan Gateway Borough (02-130) effective May 19, 2008, and part (Meyers Chuck area) included in the new Wrangell City and Borough effective June 1, 2008; estimated population: 6,115. Prince of Wales-Hyder Census Area (02-198) added part of the former Petersburg Census Area (02-195) effective January 3, 2013; estimated added population 613.",,56.0138889,-132.8277778,Southeast,fd3a3628-45c9-43ed-90e6-7b58c8af7172,1996,238
Wales,1404755,82860,Nome Census Area,1419977,99180,180,0,,Bering Straits Native Corporation,65.6091667,-168.0875000,Bering Straits,8013f28c-6207-4254-8100-f279957cff10,1996,165
Cold Bay,1418448,16530,Aleutians East Borough,1419964,99013,13,0,"Created from part of the former Aleutian Islands Census Area (02-010) effective October 23, 1987. The remainder of the former Aleutian Islands Census Area was established as the new Aleutians West Census Area (02-016); 1980 population: 1,643.",Aleut Corporation,55.1858333,-162.7211111,Aleutians,043ef124-57d0-4477-803b-9803a5a64e03,1996,91
Wainwright,1411728,82750,North Slope Borough,1419978,99185,185,0,"Unpopulated part plus all of the former Kobuk Census Area (02-140) taken to create the new Northwest Arctic Borough (02-188) effective June 2, 1986.",Arctic Slope Regional Corporation,70.6369444,-160.0383333,North Slope,7abfd6d5-43bf-4bf2-b1bd-486dd9801b97,1996,559
Venetie,1411644,82420,Yukon-Koyukuk Census Area,1419987,99290,290,0,"Part taken to create the new Denali Borough (02-068) effective December 7, 1990; 1990 detached population: 1,682.",,67.0138889,-146.4186111,Yukon-Koyukuk/Upper Tanana,916b06db-23c9-4c32-9ea2-2ab0b342199b,1996,216
Cordova,1421215,17410,Valdez-Cordova Census Area,1419984,99261,261,0,,Chugach Alaska Corporation,60.5427778,-145.7575000,Copper River/Chugach,19933dbf-2637-4b88-ba6a-9021796c9354,1996,2523
Wasilla,1411788,83080,Matanuska-Susitna Borough,1419976,99170,170,0,,,61.5813889,-149.4394444,Railbelt,1120cf75-5bf9-47bb-a468-2589b2b89ffe,1996,4685
Valdez,1412465,82200,Valdez-Cordova Census Area,1419984,99261,261,0,,Chugach Alaska Corporation,61.1308333,-146.3483333,Copper River/Chugach,45aecac6-0726-4d62-a20e-b5fa1ec6dbe8,1996,4194
Craig,1421260,17740,Prince of Wales-Hyder Census Area,1419980,99198,198,0,"Created from the remainder of the former Prince of Wales-Outer Ketchikan Census Area (02-201) after part (Outer Ketchikan area) was annexed by Ketchikan Gateway Borough (02-130) effective May 19, 2008, and part (Meyers Chuck area) included in the new Wrangell City and Borough effective June 1, 2008; estimated population: 6,115. Prince of Wales-Hyder Census Area (02-198) added part of the former Petersburg Census Area (02-195) effective January 3, 2013; estimated added population 613.",Sealaska Corporation,55.4763889,-133.1483333,Southeast,03f82d00-0463-4dfc-b0e5-536ef93f176e,1996,2062
Unalaska,1419424,80770,Aleutians West Census Area,1419965,99016,16,0,"Created from the remainder of the former Aleutian Islands Census Area (02-010) when the new Aleutians East Borough (02-013) was created effective October 23, 1987; 1980 population: 6,125.",Aleut Corporation,53.8736111,-166.5366667,Aleutians,bc972abc-3475-4cab-bf2f-df84f7741efe,1996,4089
Crooked Creek,1400824,17850,Bethel Census Area,1419966,99050,50,0,,Calista Corporation,61.8700000,-158.1108333,Lower Yukon-Kuskokwim,887dd41c-5594-49b8-b7b9-0c9255a36e77,1996,133
Unalakleet,1411517,80660,Nome Census Area,1419977,99180,180,0,,Bering Straits Native Corporation,63.8730556,-160.7880556,Bering Straits,57a6ea26-a741-4233-8ca5-48e47a21869f,1996,796
Deering,1412894,18510,Northwest Arctic Borough,1419979,99188,188,0,"Created from all of the former Kobuk Census Area (02-140) and an unpopulated part of the North Slope Borough (02-185) effective June 2, 1986; 1980 population: 4,831.","NANA Regional Corporation, Incorporated",66.0755556,-162.7172222,Northwest Arctic,a4fffa30-0aa6-4d10-8399-d86e555a9182,1996,142
Twin Hills,1416737,79780,Dillingham Census Area,1419968,99070,70,0,"Part taken to create the new Lake and Peninsula Borough (02-164) effective April 24, 1989; 1980 detached population: 1,384.",Bristol Bay Native Corporation,59.0791667,-160.2750000,Bristol Bay,41aeb3a3-628f-41c0-bdc3-f9a2fb9d8f19,1996,67
Tununak,1410644,79230,Bethel Census Area,1419966,99050,50,0,,Calista Corporation,60.5855556,-165.2558333,Lower Yukon-Kuskokwim,b3b97917-176e-4ace-9b18-8d5760bfd5bb,1996,326
Delta Junction,1401104,18620,Southeast Fairbanks Census Area,1419983,99240,240,0,"Unpopulated part taken to create the new Denali Borough (02-068) effective December 7, 1990.",,64.0377778,-145.7322222,Railbelt,225541d2-3491-4ea7-ac9b-d79f001ee3fc,1996,843
Tuntutuliak,1411324,79120,Bethel Census Area,1419966,99050,50,0,,Calista Corporation,60.3430556,-162.6630556,Lower Yukon-Kuskokwim,ac960487-de00-46db-9577-ad854a643375,1996,333
Dillingham,1401203,18950,Dillingham Census Area,1419968,99070,70,0,"Part taken to create the new Lake and Peninsula Borough (02-164) effective April 24, 1989; 1980 detached population: 1,384.",Bristol Bay Native Corporation,59.0397222,-158.4575000,Bristol Bay,44c25e97-55c1-4587-b3f6-8e4e27bf5c65,1996,2223
Tuluksak,1411295,78790,Bethel Census Area,1419966,99050,50,0,,Calista Corporation,61.1025000,-160.9616667,Lower Yukon-Kuskokwim,8740efb7-559f-49ea-ab3b-519debc195a3,1996,404
Kodiak Station,2418665,41210,Kodiak Island Borough,1419974,99150,150,0,,,57.7658667,-152.6000400,Kodiak,6876b873-4295-4312-9e2b-4af16efb9555,1996,2063
Diomede,1401213,19060,Nome Census Area,1419977,99180,180,0,,Bering Straits Native Corporation,65.7537652,-168.9231500,Bering Straits,9770db48-3493-41e4-b104-a4f5ea1a723a,1996,170
Toksook Bay,1411060,78240,Bethel Census Area,1419966,99050,50,0,,Calista Corporation,60.5337752,-165.1036627,Lower Yukon-Kuskokwim,e6bd07fb-a6a9-428f-a4a7-2ea03ccb1c04,1996,485
Port Alexander,1424551,62510,Petersburg Census Area,2516404,99195,195,0,"Created from the remainder of the former Wrangell-Petersburg Census Area (02-280) when the new Wrangell City and Borough was created effective June 1, 2008; estimated population: 4,260. Created from part of former Petersburg Census Area (02-195) and part of Hoonah-Angoon Census Area (02-105) effective January 3, 2013; estimated population 3,203.",,56.2497222,-134.6444444,,0df75627-2c5f-40bb-98c5-30b72c8c78af,1996,104
Dot Lake,1401364,19720,Southeast Fairbanks Census Area,1419983,99240,240,0,"Unpopulated part taken to create the new Denali Borough (02-068) effective December 7, 1990.","Doyon, Limited",63.6613889,-144.0644444,Yukon-Koyukuk/Upper Tanana,695836fe-f34a-4aed-aaaf-57bcdf103bfb,1996,70
Tyonek,1414206,79890,Kenai Peninsula Borough,1419972,99122,122,0,,"Koniag, Incorporated",61.0680556,-151.1369444,Railbelt,1e0c07a4-3963-4c6a-9789-df49bb6add59,1996,148
Tok,1411046,77800,Southeast Fairbanks Census Area,1419983,99240,240,0,"Unpopulated part taken to create the new Denali Borough (02-068) effective December 7, 1990.",,63.3366667,-142.9855556,Yukon-Koyukuk/Upper Tanana,ab6ef320-baf8-4200-bd06-2515b83119cc,1996,1205
Eagle,1401499,20380,Southeast Fairbanks Census Area,1419983,99240,240,0,"Unpopulated part taken to create the new Denali Borough (02-068) effective December 7, 1990.","Doyon, Limited",64.7880556,-141.2000000,Yukon-Koyukuk/Upper Tanana,2aa1abd2-2ff1-4d02-8ceb-dc748838d7ca,1996,148
Kachemak,1413247,36540,Kenai Peninsula Borough,1419972,99122,122,0,,,59.6700000,-151.4341667,Railbelt,b5a177f1-ee19-44fb-a053-94fd9ae96d0b,1996,394
Togiak,1411039,77690,Dillingham Census Area,1419968,99070,70,0,"Part taken to create the new Lake and Peninsula Borough (02-164) effective April 24, 1989; 1980 detached population: 1,384.",Bristol Bay Native Corporation,59.0619444,-160.3763889,Bristol Bay,f8243f99-b938-4f9f-9db4-faa11f8ac1f6,1996,736
Eagle Village,1401553,20600,Southeast Fairbanks Census Area,1419983,99240,240,0,"Unpopulated part taken to create the new Denali Borough (02-068) effective December 7, 1990.",,64.7805556,-141.1136111,Yukon-Koyukuk/Upper Tanana,cf3f31f8-17c0-4226-9071-29071e072187,1996,31
Thorne Bay,1669435,77140,Prince of Wales-Hyder Census Area,1419980,99198,198,0,"Created from the remainder of the former Prince of Wales-Outer Ketchikan Census Area (02-201) after part (Outer Ketchikan area) was annexed by Ketchikan Gateway Borough (02-130) effective May 19, 2008, and part (Meyers Chuck area) included in the new Wrangell City and Borough effective June 1, 2008; estimated population: 6,115. Prince of Wales-Hyder Census Area (02-198) added part of the former Petersburg Census Area (02-195) effective January 3, 2013; estimated added population 613.",,55.6877778,-132.5222222,Southeast,4e6cc7c9-137e-4b57-b549-c367df971985,1996,627
Tetlin,1410765,76590,Southeast Fairbanks Census Area,1419983,99240,240,0,"Unpopulated part taken to create the new Denali Borough (02-068) effective December 7, 1990.",,63.1350512,-142.5238796,Yukon-Koyukuk/Upper Tanana,59ba8184-9c32-4637-91cb-5069c313f8d2,1996,82
Eek,1401666,21040,Bethel Census Area,1419966,99050,50,0,,Calista Corporation,60.2188889,-162.0244444,Lower Yukon-Kuskokwim,9418cfec-15c9-46b2-81f6-838e8a029049,1996,285
Tenakee Springs,1415210,76260,Hoonah-Angoon Census Area,2371430,33390,105,0,"Created from the remainder of the former Skagway-Hoonah-Angoon Census Area (02-232) when the new Skagway Municipality (02-230) was created effective June 20, 2007; population: 2,574. Part taken to create new Petersburg Borough (02-195) effective January 3, 2013; estimated detached population: 1.",,57.7808333,-135.2188889,Southeast,ecaf2206-4d4a-46d7-bdfa-1760ebbf3564,1996,113
Egegik,1401686,21150,Lake and Peninsula Borough,1419975,99164,164,0,"Created from part of the Dillingham Census Area (02-070) effective April 24, 1989; 1980 population: 1,384.",Bristol Bay Native Corporation,58.2155556,-157.3758333,Bristol Bay,ca76b94a-6892-414c-97c7-cf2de526a1a7,1996,136
Teller,1410730,75930,Nome Census Area,1419977,99180,180,0,,Bering Straits Native Corporation,65.2636111,-166.3608333,Bering Straits,ee50efb0-bbf1-428a-bf43-e6b2d79361b7,1996,283
Tatitlek,1415193,75380,Valdez-Cordova Census Area,1419984,99261,261,0,,Chugach Alaska Corporation,60.8647222,-146.6786111,Copper River/Chugach,a2a99384-09b7-436f-a5ef-ee1d9ff948e1,1996,124
Ekwok,1401738,21810,Dillingham Census Area,1419968,99070,70,0,"Part taken to create the new Lake and Peninsula Borough (02-164) effective April 24, 1989; 1980 detached population: 1,384.",Bristol Bay Native Corporation,59.3497222,-157.4752778,Bristol Bay,bd8ff4d2-31bc-45c7-b405-9b1fced18032,1996,116
Port Clarence,1408213,63170,Nome Census Area,1419977,99180,180,0,,,65.2622222,-166.8458333,,f9ffc8fd-bc38-4c58-94d9-cb675b633c39,1996,24
Tanana,1410629,75160,Yukon-Koyukuk Census Area,1419987,99290,290,0,"Part taken to create the new Denali Borough (02-068) effective December 7, 1990; 1990 detached population: 1,682.","Doyon, Limited",65.1719444,-152.0788889,Yukon-Koyukuk/Upper Tanana,a6949f52-35a8-476e-ab6e-935d67c97b6b,1996,292
Two Rivers,1397685,79830,Fairbanks North Star Borough,1419969,99090,90,0,,,64.8722222,-147.0383333,Railbelt,a6b6d5cd-06bd-4e6e-9bd1-e502600f6c9f,1996,630
Tanacross,1410618,75050,Southeast Fairbanks Census Area,1419983,99240,240,0,"Unpopulated part taken to create the new Denali Borough (02-068) effective December 7, 1990.","Doyon, Limited",63.3852778,-143.3463889,Yukon-Koyukuk/Upper Tanana,6dcacd72-3f24-4063-8b8b-f10d4969d8b2,1996,76
Elim,1401788,22250,Nome Census Area,1419977,99180,180,0,,,64.6175000,-162.2605556,Bering Straits,3ddee3e5-ea12-477c-a1d6-29cb4dc4c3ae,1996,286
Takotna,1410562,74610,Yukon-Koyukuk Census Area,1419987,99290,290,0,"Part taken to create the new Denali Borough (02-068) effective December 7, 1990; 1990 detached population: 1,682.","Doyon, Limited",62.9886111,-156.0641667,Yukon-Koyukuk/Upper Tanana,917679b9-be2d-4b05-94af-22856a03a9b3,1996,48
Emmonak,1401837,22910,Kusilvak Census Area,1419985,99270,158,0,"Formerly known as the Wade Hampton Census Area, FIPS code 270",Calista Corporation,62.7777778,-164.5230556,Lower Yukon-Kuskokwim,a450b1ef-2187-4c99-8dc7-3d059027c810,1996,780
Stony River,1410241,73400,Bethel Census Area,1419966,99050,50,0,,Calista Corporation,61.7830556,-156.5880556,Lower Yukon-Kuskokwim,3a81f0c7-b00c-4be3-8eaa-3eef29610985,1996,43
Evansville,1401936,23790,Yukon-Koyukuk Census Area,1419987,99290,290,0,"Part taken to create the new Denali Borough (02-068) effective December 7, 1990; 1990 detached population: 1,682.","Doyon, Limited",66.9227778,-151.5080556,Yukon-Koyukuk/Upper Tanana,ef00bfe9-e951-423e-852e-6c3fd090209f,1996,25
Stevens Village,1410198,73290,Yukon-Koyukuk Census Area,1419987,99290,290,0,"Part taken to create the new Denali Borough (02-068) effective December 7, 1990; 1990 detached population: 1,682.","Doyon, Limited",66.0063889,-149.0908333,Yukon-Koyukuk/Upper Tanana,ec8466c6-0e5a-4fcc-8a9c-f7fef6b557fc,1996,116
Fairbanks,1401958,24230,Fairbanks North Star Borough,1419969,99090,90,0,,"Doyon, Limited",64.8377778,-147.7163889,Railbelt,c9d4609d-cf63-4dde-a353-338b12d79046,1996,31431
Stebbins,1410158,72960,Nome Census Area,1419977,99180,180,0,,Bering Straits Native Corporation,63.5222222,-162.2880556,Bering Straits,9f750437-a2da-4911-999a-c3337536f796,1996,503
Port Graham,1413800,63280,Kenai Peninsula Borough,1419972,99122,122,0,,Chugach Alaska Corporation,59.3513889,-151.8297222,Railbelt,f9a2a69f-701f-4c86-ac7c-14d9174a3421,1996,177
False Pass,1418574,24660,Aleutians East Borough,1419964,99013,13,0,"Created from part of the former Aleutian Islands Census Area (02-010) effective October 23, 1987. The remainder of the former Aleutian Islands Census Area was established as the new Aleutians West Census Area (02-016); 1980 population: 1,643.",Aleut Corporation,54.8508333,-163.4150000,Aleutians,aef38de0-855c-4be4-ba16-f0a0f40d3d7c,1996,70
South Naknek,1409961,72190,Bristol Bay Borough,1419967,99060,60,0,,Bristol Bay Native Corporation,58.7155556,-156.9980556,Bristol Bay,30ff920d-849e-4326-9fb2-4bffd8704967,1996,155
Fort Yukon,1402276,26760,Yukon-Koyukuk Census Area,1419987,99290,290,0,"Part taken to create the new Denali Borough (02-068) effective December 7, 1990; 1990 detached population: 1,682.","Doyon, Limited",66.5647222,-145.2738889,Yukon-Koyukuk/Upper Tanana,55046141-8e15-453b-8d4b-377858142554,1996,572
Adak,1418109,65,Aleutians West Census Area,1419965,99016,16,0,"Created from the remainder of the former Aleutian Islands Census Area (02-010) when the new Aleutians East Borough (02-013) was created effective October 23, 1987; 1980 population: 6,125.",Aleut Corporation,51.8800000,-176.6580556,Aleutians,3f694e33-bff6-4cb8-a468-60cb72e9f571,1996,546
Ivanof Bay,1894909,35890,Lake and Peninsula Borough,1419975,99164,164,0,"Created from part of the Dillingham Census Area (02-070) effective April 24, 1989; 1980 population: 1,384.",Bristol Bay Native Corporation,55.9000000,-159.4833333,,8a27cce3-5720-43b2-9258-c5f2fdb986af,1996,28
Sleetmute,1409747,71090,Bethel Census Area,1419966,99050,50,0,,Calista Corporation,61.7025000,-157.1697222,Lower Yukon-Kuskokwim,5c9f92a9-ee75-48c0-b533-22fbedfa4289,1996,110
Galena,1402457,27530,Yukon-Koyukuk Census Area,1419987,99290,290,0,"Part taken to create the new Denali Borough (02-068) effective December 7, 1990; 1990 detached population: 1,682.","Doyon, Limited",64.7333333,-156.9275000,Yukon-Koyukuk/Upper Tanana,25bf6c14-97ff-404b-a0f6-edfe2f1b6727,1996,526
Trapper Creek,1417100,78680,Matanuska-Susitna Borough,1419976,99170,170,0,,,62.3166667,-150.2313889,Railbelt,13a12931-a127-4dd4-a9e9-f83e2520f4de,1996,304
Slana,1409698,70930,Valdez-Cordova Census Area,1419984,99261,261,0,,,62.7069444,-143.9611111,Copper River/Chugach,df27d3fe-4ede-4869-935b-939ffe8610dc,1996,60
Alakanuk,1398042,1200,Kusilvak Census Area,1419985,99270,158,0,"Formerly known as the Wade Hampton Census Area, FIPS code 270",Calista Corporation,62.6888889,-164.6152778,Lower Yukon-Kuskokwim,ce7e59f5-2ed0-4555-8468-0a18a3a36191,1996,633
Gambell,1402463,27640,Nome Census Area,1419977,99180,180,0,,,63.7797222,-171.7411111,Bering Straits,2c81665b-90d4-4726-9530-2e2ae081de3f,1996,633
Skagway,1414754,70760,Skagway Municipality,2339479,99230,230,0,"Created from part of the former Skagway-Hoonah-Angoon Census Area (02-232) effective June 20, 2007; boundaries are identical to Skagway census subarea; population: 862. The remainder of the former Skagway-Hoonah-Angoon Census Area was established as the new Hoonah-Angoon Census Area (02-105).",,59.4583333,-135.3138889,Southeast,2fa901e2-54a9-4807-9027-73982c3ba746,1996,778
Glennallen,1402643,28740,Valdez-Cordova Census Area,1419984,99261,261,0,,,62.1091667,-145.5463889,Copper River/Chugach,f817207e-7c46-44c2-ae89-1ff22eda3f09,1996,494
Sitka,1414736,70540,Sitka City and Borough,1419981,99220,220,0,,Sealaska Corporation,57.0530556,-135.3300000,Southeast,61300339-a614-43fb-a30f-41604e5e0c1c,1996,8650
Golovin,1402760,29180,Nome Census Area,1419977,99180,180,0,,Bering Straits Native Corporation,64.5433333,-163.0291667,Bering Straits,b45416b3-6619-4f0a-9a0b-7e236e56992a,1996,160
Shungnak,1413983,70100,Northwest Arctic Borough,1419979,99188,188,0,"Created from all of the former Kobuk Census Area (02-140) and an unpopulated part of the North Slope Borough (02-185) effective June 2, 1986; 1980 population: 4,831.","NANA Regional Corporation, Incorporated",66.8880556,-157.1363889,Northwest Arctic,c7c0d5ad-dab5-40d3-bfd2-abd8a8969c17,1996,250
Goodnews Bay,1415910,29290,Bethel Census Area,1419966,99050,50,0,,Calista Corporation,59.1188889,-161.5875000,Lower Yukon-Kuskokwim,e3b95016-4d9a-4f3b-a38b-9991cf5fdc99,1996,252
Shishmaref,1409434,69770,Nome Census Area,1419977,99180,180,0,,Bering Straits Native Corporation,66.2566667,-166.0719444,Bering Straits,c075af9a-a51e-47bb-9dfb-60fd2513da0a,1996,535
Port Lions,1408218,63610,Kodiak Island Borough,1419974,99150,150,0,,"Koniag, Incorporated",57.8675000,-152.8822222,Kodiak,9d10822b-d342-4af2-9f27-668b0ff75b6b,1996,228
Grayling,1402921,30060,Yukon-Koyukuk Census Area,1419987,99290,290,0,"Part taken to create the new Denali Borough (02-068) effective December 7, 1990; 1990 detached population: 1,682.","Doyon, Limited",62.9036111,-160.0647222,Yukon-Koyukuk/Upper Tanana,8753c4bc-aaed-431c-8d34-5f37fead934a,1996,203
Shaktoolik,1669434,68890,Nome Census Area,1419977,99180,180,0,,Bering Straits Native Corporation,64.3338889,-161.1538889,Bering Straits,714db5e4-899f-423c-a78d-e2396ee6bfe8,1996,226
Kupreanof,1424959,42160,Petersburg Census Area,2516404,99195,195,0,"Created from the remainder of the former Wrangell-Petersburg Census Area (02-280) when the new Wrangell City and Borough was created effective June 1, 2008; estimated population: 4,260. Created from part of former Petersburg Census Area (02-195) and part of Hoonah-Angoon Census Area (02-105) effective January 3, 2013; estimated population 3,203.",,56.8144444,-132.9805556,,dd9e1299-8214-43c4-b9dc-1873d4978f20,1996,24
Shageluk,1409306,68670,Yukon-Koyukuk Census Area,1419987,99290,290,0,"Part taken to create the new Denali Borough (02-068) effective December 7, 1990; 1990 detached population: 1,682.","Doyon, Limited",62.6822222,-159.5619444,Yukon-Koyukuk/Upper Tanana,6c699e75-8cd0-41ab-b2f9-66537dcc26f7,1996,141
Gustavus,1403078,30940,Hoonah-Angoon Census Area,2371430,33390,105,0,"Created from the remainder of the former Skagway-Hoonah-Angoon Census Area (02-232) when the new Skagway Municipality (02-230) was created effective June 20, 2007; population: 2,574. Part taken to create new Petersburg Borough (02-195) effective January 3, 2013; estimated detached population: 1.",,58.4133333,-135.7369444,Southeast,74866bc7-44d7-4184-9c42-2bf36bea4fec,1996,344
Seward,1414598,68560,Kenai Peninsula Borough,1419972,99122,122,0,,Chugach Alaska Corporation,60.1041667,-149.4422222,Railbelt,326d957a-dc0c-4e28-9406-fc2c89a68cef,1996,2891
Haines,1422400,31050,Haines Borough,1419970,99100,100,0,,,59.2285890,-135.4441140,Southeast,405c7c19-f64b-4b6a-8175-f1c6eaa71b88,1996,1387
Tonsina,1411105,78350,Valdez-Cordova Census Area,1419984,99261,261,0,,,61.6558333,-145.1752778,Copper River/Chugach,926492a3-584e-4931-a00d-ffa68ebd7013,1996,45
Seldovia,1413937,68340,Kenai Peninsula Borough,1419972,99122,122,0,,"Cook Inlet Region, Incorporated",59.4380556,-151.7113889,Railbelt,59e7dbcf-a1db-4ce3-996b-85175e7e5595,1996,276
Healy,1403275,32150,Denali Borough,1419988,99068,68,0,"Created from part of the Yukon-Koyukuk Census Area (02-290) and an unpopulated part of the Southeast Fairbanks Census Area (02-240) effective December 7, 1990; 1990 population: 1,682.",,63.8569444,-148.9661111,Railbelt,7efc08e9-545e-4dda-aaa9-d35176afb7e5,1996,595
Selawik,1413930,68230,Northwest Arctic Borough,1419979,99188,188,0,"Created from all of the former Kobuk Census Area (02-140) and an unpopulated part of the North Slope Borough (02-185) effective June 2, 1986; 1980 population: 4,831.","NANA Regional Corporation, Incorporated",66.6038889,-160.0069444,Northwest Arctic,93eafa16-4a9d-4d9a-8ece-50cd4ff2b364,1996,670
Healy Lake,2419534,32310,Southeast Fairbanks Census Area,1419983,99240,240,0,"Unpopulated part taken to create the new Denali Borough (02-068) effective December 7, 1990.","Doyon, Limited",63.9872308,-144.6998325,Yukon-Koyukuk/Upper Tanana,6749ff1b-904b-40d3-95a9-4737cfd53249,1996,58
Scammon Bay,1409133,67680,Kusilvak Census Area,1419985,99270,158,0,"Formerly known as the Wade Hampton Census Area, FIPS code 270",The Thirteenth Regional Corp,61.8427778,-165.5816667,Lower Yukon-Kuskokwim,aeb89185-de2a-40f7-ad74-2e0ef5b0628b,1996,423
Hollis,1866952,32810,Prince of Wales-Hyder Census Area,1419980,99198,198,0,"Created from the remainder of the former Prince of Wales-Outer Ketchikan Census Area (02-201) after part (Outer Ketchikan area) was annexed by Ketchikan Gateway Borough (02-130) effective May 19, 2008, and part (Meyers Chuck area) included in the new Wrangell City and Borough effective June 1, 2008; estimated population: 6,115. Prince of Wales-Hyder Census Area (02-198) added part of the former Petersburg Census Area (02-195) effective January 3, 2013; estimated added population 613.",,55.5566667,-132.6363889,Southeast,1d27dec8-755e-4915-a92f-130c0547f498,1996,166
Savoonga,1409106,67460,Nome Census Area,1419977,99180,180,0,,,63.6941667,-170.4788889,Bering Straits,923b8c80-42ae-4db8-8b32-88bc399ab416,1996,611
Portage Creek,1865562,62285,Dillingham Census Area,1419968,99070,70,0,"Part taken to create the new Lake and Peninsula Borough (02-164) effective April 24, 1989; 1980 detached population: 1,384.",Bristol Bay Native Corporation,58.9061111,-157.7175000,,a0dcb993-2084-4ee4-94cd-1964d4ca1fa8,1996,6
Holy Cross,1403447,33030,Yukon-Koyukuk Census Area,1419987,99290,290,0,"Part taken to create the new Denali Borough (02-068) effective December 7, 1990; 1990 detached population: 1,682.","Doyon, Limited",62.1994444,-159.7713889,Yukon-Koyukuk/Upper Tanana,11ab6f2b-cfe3-41be-b6e5-aaa0a1f88f28,1996,261
Sand Point,1419182,67020,Aleutians East Borough,1419964,99013,13,0,"Created from part of the former Aleutian Islands Census Area (02-010) effective October 23, 1987. The remainder of the former Aleutian Islands Census Area was established as the new Aleutians West Census Area (02-016); 1980 population: 1,643.",Aleut Corporation,55.3397222,-160.4972222,Aleutians,7a28bb85-2a63-417e-90ef-521d02ed6b92,1996,818
Moose Pass,1417076,50190,Kenai Peninsula Borough,1419972,99122,122,0,,,60.4875000,-149.3688889,Railbelt,d07bb477-67e7-4423-bec3-dec2f6fdb76c,1996,118
Saint Paul,1419163,66470,Aleutians West Census Area,1419965,99016,16,0,"Created from the remainder of the former Aleutian Islands Census Area (02-010) when the new Aleutians East Borough (02-013) was created effective October 23, 1987; 1980 population: 6,125.",Aleut Corporation,57.1222222,-170.2750000,Aleutians,1f2a29c3-65c7-4e5f-a83b-807f17a3ab25,1996,745
Hoonah,1403488,33360,Hoonah-Angoon Census Area,2371430,33390,105,0,"Created from the remainder of the former Skagway-Hoonah-Angoon Census Area (02-232) when the new Skagway Municipality (02-230) was created effective June 20, 2007; population: 2,574. Part taken to create new Petersburg Borough (02-195) effective January 3, 2013; estimated detached population: 1.",Sealaska Corporation,58.1100000,-135.4436111,Southeast,7b1783c7-a548-47fe-b944-dc9bb6ebfc0d,1996,902
Saint Michael,1408977,66360,Nome Census Area,1419977,99180,180,0,,Bering Straits Native Corporation,63.4780556,-162.0391667,Bering Straits,e565d757-3b9d-4dbf-90b4-fcdd2b696ab8,1996,333
Hooper Bay,1403493,33470,Kusilvak Census Area,1419985,99270,158,0,"Formerly known as the Wade Hampton Census Area, FIPS code 270",Calista Corporation,61.5311111,-166.0966667,Lower Yukon-Kuskokwim,931e232d-fbe2-4411-aa2b-0c2516e5af1b,1996,993
Saint Mary's,1398261,66140,Kusilvak Census Area,1419985,99270,158,0,"Formerly known as the Wade Hampton Census Area, FIPS code 270",Calista Corporation,62.0530556,-163.1658333,Lower Yukon-Kuskokwim,1ad37cec-4f93-4135-ac2f-03faf342a1b7,1996,500
Saint George,1419161,65800,Aleutians West Census Area,1419965,99016,16,0,"Created from the remainder of the former Aleutian Islands Census Area (02-010) when the new Aleutians East Borough (02-013) was created effective October 23, 1987; 1980 population: 6,125.",Aleut Corporation,56.6000000,-169.5416667,Aleutians,e9619849-0d3a-4cf7-9895-88eabd2bd697,1996,155
Hughes,1403596,33910,Yukon-Koyukuk Census Area,1419987,99290,290,0,"Part taken to create the new Denali Borough (02-068) effective December 7, 1990; 1990 detached population: 1,682.","Doyon, Limited",66.0488889,-154.2555556,Yukon-Koyukuk/Upper Tanana,4a615452-5e25-422a-85f3-c6b7307be136,1996,54
Russian Mission,1408925,65700,Kusilvak Census Area,1419985,99270,158,0,"Formerly known as the Wade Hampton Census Area, FIPS code 270",Calista Corporation,61.7850000,-161.3202778,Lower Yukon-Kuskokwim,cb0ec832-bac4-4c40-94c2-ca03f539c986,1996,284
Huslia,1403644,34350,Yukon-Koyukuk Census Area,1419987,99290,290,0,"Part taken to create the new Denali Borough (02-068) effective December 7, 1990; 1990 detached population: 1,682.","Doyon, Limited",65.6986111,-156.3997222,Yukon-Koyukuk/Upper Tanana,8512f541-02bb-4e22-8094-13046df08ce2,1996,239
Primrose,1424646,64240,Kenai Peninsula Borough,1419972,99122,122,0,,,60.3436111,-149.3441667,Railbelt,4bcbf8dc-d38a-4971-8e56-d028e15acc44,1996,62
Ruby,1408878,65590,Yukon-Koyukuk Census Area,1419987,99290,290,0,"Part taken to create the new Denali Borough (02-068) effective December 7, 1990; 1990 detached population: 1,682.","Doyon, Limited",64.7394444,-155.4869444,Yukon-Koyukuk/Upper Tanana,9f227993-e0c4-4306-99b4-aa06efcb0a4f,1996,187
